"concept_id","part_of_speech","lemmas","english_lemmas","gloss","english_gloss"
"266",1,"چھوٹ | چوک | غفلت","omission | skip","لاپراواہی کے سبب کام کے کسی حصے پر دھیان نہ جانے یا اس کے رہ جانے کا عمل","a mistake resulting from neglect"
"278",1,"اچانک گرنا","fall | spill | tumble","کسی اونچی جگہ سے اچانک گرنے کا عمل:""پہاڑی پر سے اچانک گرنے کے سبب زیادہ چوٹیں آئیں""","a sudden drop from an upright position"
"281",1,"قبضہ","acquisition","حق کے ساتھ یاعرضی کے ذریعہ کسی کی جائداد یااور کوئی چیز لے لینے کا کام","the act of contracting or assuming or acquiring possession of something"
"303",1,"خرید | خریداری","shopping","خریدنے کا کام","searching for or buying goods or services"
"321",1,"ضبط | قرق","arrogation | confiscation","عہدیدار یا صوبے کے ذریعہ سزا کے طور پر کسی مجرم کی جائیداد کی ضبطی","seizure by the government"
"324",1,"قرقی | قرقی ضبطی","impounding | impoundment | internment | poundage","قرض دار کا قرض یا مجرم کا جرمانہ وصول کرنے کے لیے سرکار کے ذریعہ اس کی جائداد پا کیا گیا قبضہ","placing private property in the custody of an officer of the law"
"336",1,"پکڑ | دھر پکڑ | گرفتاری","apprehension | arrest | catch | collar | pinch | taking into custody","مجرم ،دشمن وغیرہ کو پکڑنے کا عمل","the act of apprehending (especially apprehending a criminal)"
"338",1,"خادم سازی | غلام سازی | غلام کاری","enslavement","غلام بنانےکاعمل:""کچھ مقامات پراب بھی غلام سازی کاعمل جاری ہے""","the act of making slaves of your captives"
"356",1,"نیلام | نیلامی","auction | auction sale | vendue","چیزیں بیچنے کاوہ ڈھنگ جس میں مال اس آدمی کو دیا جاتا ہے جو سب سے زیادہ دام بولتاہے","the public sale of something to the highest bidder"
"369",1,"تاوان | تلافی | کفارہ","atonement | expiation | propitiation","کوئی گناہ کرنے پر اس کےگناہ سے آزاد ہونے کے لئے کیا جانے والا کوئی مذہبی یا نیک عمل","the act of atoning for sin or wrongdoing (especially appeasing a deity)"
"378",1,"فروتی | قیدسےآزادی","ransom","رقم دے کر چھڑانے یا آزاد کرانے کا عمل:""رقم لے کر بھی اس کی اب تک فروتی نہیں ہوئی ہے""","the act of freeing from captivity or punishment"
"386",1,"خدمت | ملازمت | نوکری","service","نوکر کا کام","the performance of duties by a waiter or servant"
"394",1,"تلسم | جادو | جادوگری | کرتب","conjuration | conjuring trick | deception | illusion | legerdemain | magic | magic trick | thaumaturgy | trick","وہ انوکھا کھیل یا کام جس کی پر اسراری زائرین کی سمجھ میں نہ آئے","an illusory feat; considered magical by naive observers"
"400",1,"بجانا | گانا","playing","باجا بجانے کا عمل","the act of playing a musical instrument"
"408",1,"مشین کاری","automation | mechanisation | mechanization","نئی نئی  مشینیون کی تعمیر اور ان کے استعمال ہونے کا عمل","the act of implementing the control of equipment with advanced technology; usually involving electronic hardware"
"409",1,"حساب کاری | شمارندگی","computerization | cybernation","کمپیوٹر میں جانکاری ڈالنے،اسے دوبارہ حاصل کرنے وغیرہ عمل کاکمپیوٹرکے ذریعہ کنٹرول","the control of processes by computer"
"411",1,"پروجیکشن","launch | launching","کسی چیز کو قوت کے ساتھ اچھالنے یا پھینکنے کا عمل","the act of propelling with force"
"419",1,"ڈھولکن | لڑھکن","roll","ڈھولکنے کا عمل","the act of rolling something (as the ball in bowling)"
"426",4,"باریکی سے | لطافت سے | نرمی سے","flip | pass | toss","نزاکت سے","(sports) the act of throwing the ball to another member of your team"
"464",1,"دھکامکی | دھول دھپڑ | دھول دھکڑ","push | pushing","ایک دوسرے کو دھکا دینے اور مکے سے مارنے کا عمل:""سڑک پر اچانک دو دلوں میں دھکا مکی شروع ہو گئی""","the act of applying force in order to move something away"
"488",1,"ڈکار","belch | belching | burp | burping | eructation","پیٹ بھرے ہونے کو بتلانے والا جسمانی رد عمل جس میں پیٹ کی ہوا کچھ آواز کے ساتھ گلے سے نکلتی  ہے","a reflex that expels wind noisily from the stomach through the mouth"
"494",1,"الٹی | قے","disgorgement | emesis | puking | regurgitation | vomit | vomiting","پیٹ کی چیزوں کا خودسے منہ سے باہر آنے کا عمل","the reflex act of ejecting the contents of the stomach through the mouth"
"495",1,"پاگور | جگالی","rumination","سینگ والے چوپایوں کا وہ قاعدہ جس میں وے نگلے ہوئے کھانے کو گلے سے تھوڑاتھوڑآ نکال کر دوبارہ چباتے ہیں","regurgitation of small amounts of food; seen in some infants after feeding"
"508",1,"ابلاغ | ترسیل","sending","کسی خط یا حکم کو مناسب جگہ پر پہنچانےکاکام","the act of causing something to go (especially messages)"
"509",1,"نشریات","transmission | transmittal | transmitting","ریڈیو کے ذریعہ موسیقی، تقریر وغیرہ سنانے کے مقصد سے اسے چاروں جانب پھیلانے کا عمل","the act of sending a message; causing a message to be transmitted"
"515",1,"داغنا | دغائی","shooting | shot","بندوک، توپ وغیرہ سے گولی، گولے وغیرہ چھوڑنے کا عمل:""اس کی دغائی دھیمی ہے پر نشان پر لگتی ہے""","the act of firing a projectile"
"530",1,"رگڑنا | گھسنا | مانجھنا | ملنا","rub | wipe","رگڑنے یا گھسنے کا عمل","the act of rubbing or wiping"
"538",1,"فیلڈنگ | گیندبازی","fielding","کرکٹ وغیرہ کھیلوں میں کھیلتےوقت گیندپھینکنےاور رن بچانےسےمتعلق کام کرنےکاعمل:""آج کے میچ میں ہندوستان پہلےفیلڈنگ کرےگا""","(baseball) handling the ball while playing in the field"
"554",1,"بیلن","roller","لمبوترے کی شکل کی وہ بھاری گول چیز جس سےکسی جگہ کومسطح کرتےہیں یاکنکڑپتھرکوٹ کرسڑکیں بناتےہیں","a grounder that rolls along the infield"
"581",1,"تماچہ | تھپڑ | چانٹا | چپت | چھاپڑ | طمانچا | ہاتھ","slap | smack | smacking","پوری ہتھیلی سے کی جانے والی چوٹ","the act of smacking something; a blow delivered with an open hand"
"583",1,"پٹخنی | پٹکَن | پٹَکنِی | پٹَکنیا","knockdown","پٹکنےکاعمل","a blow that knocks the opponent off his feet"
"589",1,"گھونسا | مکا","biff | clout | lick | poke | punch","گھونسے یا مکے سے کیا جانے والا حملہ","(boxing) a blow with the fist"
"599",1,"پیرکاحملہ | لات","boot | kick | kicking","پیر سے کی جانے والی چوٹ یا حملہ","the act of delivering a blow with the foot"
"608",1,"بوسہ | چمبان | چوما | چوما چاٹی | چومی","buss | kiss | osculation","NO_GLOSS","the act of caressing with the lips (or an instance thereof)"
"624",1,"پوسٹ مورٹیم | تحقیقات | لاش کی تحقیقات | لاش کی جانچ","autopsy | necropsy | pm | post-mortem | post-mortem examination | postmortem | postmortem examination","مرنے کے بعد مردہ جسم کی ڈاکٹروں کے ذریعہ کرائی جانے والی جانچ","an examination and dissection of a dead body to determine cause of death or the changes produced by disease"
"628",1,"جانچ","checkup | health check | medical | medical checkup | medical exam | medical examination","ڈاکٹرکے ذریعہ یہ جانچنے کا عمل کہ کسی کو کوئی مرض ہے یا نہیںاور اگر ہےتو اس کا سبب کیا ہے؟","a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person"
"647",1,"پیش روی","convergence | convergency | converging","آگےیاسامنے جانے کاعمل:""نئی بہوپیش روی کےوقت شرمارہی تھی""","the act of converging (coming closer)"
"648",1,"اتصال | انضمام | شمولیت","coming together | meeting | merging","کسی صوبے یاریاست کاآس پاس کےسرکاری یادوسرےبڑےملک یاریاست میں مل کرایک ہوجانےکاعمل","the act of joining together as one"
"653",1,"بندش | بندھن | گرہ","attachment | fastening","باندھنے کا عمل یا اثر","the act of fastening things together"
"654",1,"ڈھیلاپن","laxation | loosening","ڈھیلا ہونے یا کرنے کا عمل:""ریاضت کرتے وقت جسم کا ڈھیلاپن ضروری ہے""","the act of making something less tight"
"664",1,"پیوندکاری | ٹنکائی | جھلائی","welding","معدنی چیز میں جوڑ یا ٹانکا لگانے کا عمل","fastening two pieces of metal together by softening with heat and applying pressure"
"670",1,"چاٹنا","lap | lick","زبان سے چاٹنے کا عمل یا احساس","touching with the tongue"
"672",1,"جاسوسی | مخبری","catching | detection | espial | spotting | spying","جاسوس کا کام","the act of detecting something; catching sight of something"
"681",1,"تشخیص | تشخیص مرض","diagnosing | diagnosis","NO_GLOSS","identifying the nature or cause of some phenomenon"
"695",1,"جگہ تعین | مقام کا تعین","fix | localisation | localization | locating | location","کسی مقام کا تعین خاص طور سے اس مقام کا جہاں کچھ ہو:""اس نے جگہ تعین کے بعد ہی نشانہ لگایا""","a determination of the place where something is"
"698",1,"دباؤسازی | فشارسازی","rectification","منحنی خط کی لمبائی متعین کرنےیا منحنی خط کی لمبائی کے مساوی سیدھا خط معلوم کرنے کاعمل:""ان  گرافوں کے منحنی خط کی دباؤسازی کرنی ہوگی""","determination of the length of a curve; finding a straight line equal in length to a given curve"
"711",1,"اثر آفرینی | دلکشی","hypnotism | mesmerism | suggestion","مسحور کرنے کا عمل یا احساس","the act of inducing hypnosis"
"714",1,"طمع | لالچ","enticement | temptation","وہ بات یا کام جو کسی کو بہلا کر اپنی طرف کھینچنے یااس سے کوئی کام کرانے کے لئے ہو","the act of influencing by exciting hope or desire"
"723",1,"انتخاب | پسند کرنا | چناؤ | چھانٹنا","choice | option | pick | selection","چننے کا عمل","the act of choosing or selecting"
"736",1,"نامزدگی","nomination","چناؤ وغیرہ میں کھڑے ہونے کے لئے کسی کانام لکھے جانے کا عمل","the act of officially naming a candidate"
"746",1,"چال","move","شطرنج،تاش،چورس وغیرہ کے کھیل میں،پتا یا مہرا بازی پر رکھنے یا آگے بڑھانے کا عمل","(game) a player's turn to take some action permitted by the rules of the game"
"753",1,"چک | شہ","check","شطرنج کے کھیل میں کوئی مہرا کسی ایسی جگہ پر رکھنے کا عمل جہاں سے بادشاہ اس کی گھات می پڑتاہو","(chess) a direct attack on an opponent's king"
"758",1,"چال | داؤ | داؤپیچ | گھات","maneuver | manoeuvre | tactical maneuver | tactical manoeuvre","کشتی میں مخالف کو ہرانے یا دبانے کے لئے کام میں لائی جانے والی ترکیب","a move made to gain a tactical end"
"759",1,"پارک | پارکنگ","parking","کسی گاڑی کو کسی جگہ خاص طور سے وہ جگہ جہاں گاڑیوں کو غیرمستقل طور سے کھڑا کیا جاتا ہو، میں کھڑا کرنے کا عمل:""وہ گاڑی کو پارک کرکے اسی میں بیٹھا ہے""","the act of maneuvering a vehicle into a location where it can be left temporarily"
"760",1,"تبدیلیِ مقام | جگہ تبدیل","move | relocation","اپنی رہائش یا تجارتی جگہ بدلنے کا عمل:""تجارت کی نقصان ہونے پر اس نے جگہ تبدیل کردیا""","the act of changing your residence or place of business"
"774",1,"چال | عیاری | فریب | ہتھ کھنڈا | ہتھکنڈا","device | gimmick | twist","پر اسرار چالبازی","any clever maneuver"
"781",1,"پینچ | چال | داؤپیچ | مکر | مکروفریب","gambit | ploy | stratagem","کامیابی پانےکے لئےعیارانہ طورپر بنائی جانے والی حکمت عملی","a maneuver in a game or conversation"
"783",1,"طرح","agency | means | way","NO_GLOSS","how a result is obtained or an end is achieved"
"787",1,"آپریشن کاآلہ | آپریشن کااوزار | آلات جراحی","instrument | tool","وہ سامان جس سے ڈاکٹر  پھوڑے وغیرہ کی چیر پھاڑ کرتاہے","the means whereby some act is accomplished"
"823",1,"اقبال | قبول | منظور","acceptance | acceptation | adoption | espousal","اپنانے یا قبول کر نے کا عمل","the act of accepting with approval; favorable reception"
"828",1,"رائےعامہ","plebiscite","لوگوں کی رائے","a vote by the electorate determining public opinion on a question of national importance"
"830",1,"انتخاب | انتخابات | چناؤ","election","NO_GLOSS","a vote to select the winner of a position or political office"
"832",1,"عام انتخابات","general election","NO_GLOSS","a national or state election; candidates are chosen in all constituencies"
"837",1,"ضمنی انتخاب","by election | bye election","کسی مقام،عہدے،رکنیت وغیرہ کے لئے ہونے والا وہ انتخاب جو کسی میعاد کے پوری ہونے سے قبل ،کسی خاص وجہ سے کسی عہدے کے خالی ہوجانے پر اسے پر کرنے کے لئے ہوتاہے","a special election between regular elections"
"846",1,"فیصلہ کن راۓ | فیصلہ کن راۓ دہی | فیصلہ کن ووٹ","casting vote","ہار جیت طے کرنے والا ووٹ","the deciding vote cast by the presiding officer to resolve a tie"
"857",1,"گول","goal","فٹبال،ہاکی وغیرہ کھیلوں میں گول میں سے ہوتے ہوئے گیند کے باہر جانے کا عمل جس سے نمبر کا تعین ہوتا ہے:""ہم لوگوں نے کھیل کے آغاز میں ہی دو گول کردیے""","a successful attempt at scoring"
"897",4,"تکبرانہ | فخریہ | کبرونخوت سےبھرپور | گھمنڈسے","habituation","غرور کے ساتھ","a general accommodation to unchanging environmental conditions"
"901",1,"گوناگونی","diversification | variegation","رنگا رنگ بنانے یا رنگارنگی لانے کا عمل:""جلسے میں کسانوں کو فصلوں کی گوناگونی کو اپنانے سے ہونے والے فائدوں کے بارے میں جانکاردی گئی""","the act of introducing variety (especially in investments or in the variety of goods and services offered)"
"905",1,"از سر نو نصب کرنا | از سرنو قائم کرنا","commutation | exchange | substitution","پھر سے قائم ہونے کاعمل یا جذبہ یا اپنی جگہ سے ہٹی ہوئی چیز یا آدمی کو پھر سے اسی جگہ پر رکھنے یا بٹھانے کا عمل اس کی جگہ پر دوسری چیز وغیرہ کو رکھنے یا بیٹھانے کا عمل","the act of putting one thing or person in the place of another"
"914",1,"افزائش | بڑھوتری | ترقی | ترقی عہدہ | کامیابی","promotion","عہدے میں ہونے والی ترقی","act of raising in rank or position"
"916",1,"ڈیموشن | عہدے میں کمی | مرتبے میں کمی","demotion","کسی کے عہدے وغیرہ میں ہو نے والی گراوٹ","act of lowering in rank or position"
"930",1,"بندھیج","forbiddance | inhibition | prohibition","کسی چیز کو روکنے یا باندھنے کا عمل یا بات:""بندھیج سے کچھ فائدہ نہیں ہوا""","the action of prohibiting or inhibiting or forbidding (or an instance thereof)"
"931",1,"احتجاج | مخالفت | مظاہرہ","opposition | resistance","کسی کام وغیرہ کوروکنے کےلیے اس کے برخلاف کچھ کرنے کا عمل یا کسی کام جسے ہم چاہتے ہوں اس کے خلا ف کرنے کاعمل","the action of opposing something that you disapprove or disagree with"
"942",1,"بےتعلقی | بےنیازی | چھوڑنا | عدم تعلقی | قطع تعلق | لاتعلقی","abandonment | desertion | forsaking","کسی اشیاء یا جاندار سے رشتہ منقطع کر لینے کاعمل یا اثر","the act of giving something up"
"947",1,"قطع نظری | نامنظوری","nonacceptance | turndown","اپنے سامنے آئی عرضی،بات وغیرہ کی نظراندازی یانامنظوری","the act of refusing an offer"
"949",1,"ایثار | بھلائی | بے غرضی | بے لوثی | خیراندیشی | خیرخواہی | قربانی","abnegation | denial | self-abnegation | self-denial | self-renunciation","کسی اچھے کام کے لیے یا دوسروں کے لیے اپنا آرام، فائدہ وغیرہ چھوڑنے کا عمل یا تاثر","renunciation of your own interests in favor of the interests of others"
"951",1,"بائیکاٹ | عدم تعلق | علیحدگی | مقاطعہ","boycott","کسی موضوع میں کسی سے اختلاف ہونے پر احتجاج یا غیر اطمینانی کا اظہار کرنے کے لئے اس کا چھوڑنا","a group's refusal to have commercial dealings with some organization in protest against its policies"
"955",1,"برادری سےاخراج | حقہ پانی بند","ejection | exclusion | expulsion | riddance","باہر کرنے یا نکالنے کا عمل","the act of forcing out someone or something"
"958",1,"خلاف رائےدہندگی | خلاف ووٹ","barring | blackball","کسی کے خلاف رائے دہندگی تاکہ وہ باہر ہوجائے:""زیادہ خلاف رائے دہدگی کے سبب وہ انتخاب ہار گیا""","the act of excluding someone by a negative vote or veto"
"980",1,"بےتعلقی | دست برداری | ریٹائرمنٹ | سبکدوشی","retirement","مقررہ وقت کے بعد نوکری سے الگ ہوجانے کا عمل","withdrawal from your position or occupation"
"1001",1,"برخاستگی | ڈسچارج | معطلی","discharge | dismissal | dismission | firing | liberation | release | sack | sacking","جرم یاالزام لگنے پر حتمی فیصلہ آنے تک اپنے کام سے الگ کر دیے جانے کا عمل","the termination of someone's employment (leaving them free to depart)"
"1019",1,"خون آدم | قتل آدم","homicide","انسان کو جان بوجھ کر یاکسی مقصد سے مار ڈالنے کا عمل","the killing of a human being by another human being"
"1023",1,"خون | قتل | مرڈر | ہلاکت","assassination","کسی آدمی یا لوگوں کے ذریعہ کسی مشہور آدمی کا قتل جو اچانک حملہ کر کے کیا جائے","murder of a public figure by surprise attack"
"1036",1,"آتم ہتیا | خودکشی | خودکُشی","self-annihilation | self-destruction | suicide","NO_GLOSS","the act of killing yourself"
"1044",1,"حلال","slaughter","گوشت کے لئے چرند و پرند زبح کرنے کاطریقہ جس میں اسے چھوری سے ریت کر کاٹاجاتاہے","the killing of animals (as for food)"
"1046",1,"خون خرابا | مارکاٹ","battue | bloodbath | bloodletting | bloodshed","مارنے کاٹنے کاعمل","indiscriminate slaughter"
"1051",1,"فائرنگ | گولی باری","shooting","مارنےکےلئےبندوق وغیرہ سےگولی چلانےکاعمل","killing someone by gunfire"
"1056",1,"اکڑاہٹ | اکڑاؤ | اینٹھن","spasm","اکڑنےکی حالت","(pathology) sudden constriction of a hollow organ (as a blood vessel)"
"1060",1,"ابکائی | ابکی | متلاہٹ | متلی","heave | retch","جی متلانے کا عمل","an involuntary spasm of ineffectual vomiting"
"1078",1,"معدوی | نابودگی | نیستی","extinction | extinguishing | quenching","ناپید ہونے کا عمل، حالت یا تاثر:""زمین سے سیال مادے کی نیستی ممکن نہیں""","the act of extinguishing; causing to stop burning"
"1112",1,"قائم","constitution | establishment | formation | organisation | organization","تنظیم یا ادارہ وغیرہ بنانے کا کام","the act of forming something"
"1124",1,"ابتدا | آغاز | افتتاح | بسم اللہ | شروعات","inauguration | startup","کسی بڑے اجتماع،جلسے وغیرہ کی اہمیت اورآبرو بڑھانے کے لیے کسی معززآدمی کے ذریعے ا س کی کارروائی کا مبارک آغاز کئے جانے کا عمل","the act of starting a new operation or practice"
"1127",1,"قائم کرنا | لگانا | نصب کرنا","installation | installing | installment | instalment","کوئی چیز لگانے یا نصب کرنے کاعمل","the act of installing something (as equipment)"
"1142",1,"پکانےکاکام | چوکا | رسوئی | رسوئی کا کام | کچن","cookery | cooking | preparation","پکانے یا بنانے کا عمل","the act of preparing something (as food) by the application of heat"
"1161",1,"اصلاح | بہتری | ترقی","improvement","NO_GLOSS","the act of improving something"
"1170",1,"صفائی","cleaning | cleansing | cleanup","صاف کرنے کا عمل","the act of making something clean"
"1173",1,"منجائی","scouring | scrub | scrubbing","مانجنے کا عمل:""برتنوں کی منجائی ہو گئی""","the act of cleaning a surface by rubbing it with a brush and soap and water"
"1174",1,"پوچھائی | پونچھائی","mopping | swabbing","پونچھنے کا عمل","cleaning with a mop"
"1176",1,"جھاڑ | جھڑائی","sweeping","جھاڑنےکاعمل","the act of cleaning with a broom"
"1177",1,"تزکیہ | تطہیر | جھاڑ پونچھ | صفائی","purge | purging","پاک اور خالص کرنے کا عمل","an act of removing by cleansing; ridding of sediment or other undesired elements"
"1193",1,"ابھیشیک","ablution","امن یا بھلائی کے لئے منتر پڑھ کر کش یا دوب سے پانی چھڑکنے کا عمل","the ritual washing of a priest's hands or of sacred vessels"
"1205",1,"بال کاٹنا | حجامت","hair care | haircare | hairdressing","بال کاٹنےیابنانےکاکام:""حجام حجامت بنا رہاہے""","care for the hair: the activity of washing or cutting or curling or arranging the hair"
"1208",1,"سنان","bath","NO_GLOSS","you soak and wash your body in a bathtub"
"1219",1,"بھرپائی","compensation | recompense","کسی وجہ سے ہوئی کمی کوپوراکرنے کا عمل","the act of compensating for service or loss or injury"
"1222",1,"انجام | پورا | تکمیل | تمام | خاتمہ | مکمل","perfection","مکمل یا پورا ہونے یا کرنے کا عمل یا جذبہ","the act of making something perfect"
"1232",1,"آراستگی | آرائش | بناؤ سنگاڑ | خوبصورتی | زیبائش | زینت | سج دھج | سجاوٹ","adornment","بننے سنورنے یا مزین ہونے کے اعمال","the action of decorating yourself with something colorful and interesting"
