source,target,language,relation,weight,score_components,method
grapheme:np:त्र,grapheme:np:र,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:त्र,grapheme:np:क्ष,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्र,grapheme:np:ज्ञ,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्र,grapheme:np:श्र,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:त्र,grapheme:np:द्य,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्र,grapheme:np:द्व,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्र,grapheme:np:त्त,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:ज्ञ,grapheme:np:ज,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:ज्ञ,grapheme:np:ञ,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:ज्ञ,grapheme:np:क्ष,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:ज्ञ,grapheme:np:त्र,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:ज्ञ,grapheme:np:श्र,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:ज्ञ,grapheme:np:द्य,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:ज्ञ,grapheme:np:द्व,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:ज्ञ,grapheme:np:त्त,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:श्र,grapheme:np:र,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:श्र,grapheme:np:श,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:श्र,grapheme:np:क्ष,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:श्र,grapheme:np:त्र,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:श्र,grapheme:np:ज्ञ,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:श्र,grapheme:np:द्य,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:श्र,grapheme:np:द्व,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:श्र,grapheme:np:त्त,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्य,grapheme:np:द,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:द्य,grapheme:np:य,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:द्य,grapheme:np:क्ष,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्य,grapheme:np:त्र,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्य,grapheme:np:ज्ञ,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्य,grapheme:np:श्र,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्य,grapheme:np:द्व,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:द्य,grapheme:np:त्त,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्व,grapheme:np:द,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:द्व,grapheme:np:व,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:द्व,grapheme:np:क्ष,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्व,grapheme:np:त्र,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्व,grapheme:np:ज्ञ,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्व,grapheme:np:श्र,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:द्व,grapheme:np:द्य,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:द्व,grapheme:np:त्त,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्त,grapheme:np:त,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:त्त,grapheme:np:क्ष,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्त,grapheme:np:त्र,np,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:np:त्त,grapheme:np:ज्ञ,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्त,grapheme:np:श्र,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्त,grapheme:np:द्य,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:np:त्त,grapheme:np:द्व,np,visually_confusable_with,0.333,"{""char_sim"": 0.333}",automatic_only
grapheme:dr:ا,grapheme:dr:ـا,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ـا,grapheme:dr:ا,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـو,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـي,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـد,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـذ,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـر,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـز,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـا,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:و,grapheme:dr:ـو,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـا,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـو,grapheme:dr:و,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـي,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـد,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـذ,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـر,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـز,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـو,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ي,grapheme:dr:ـي,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ي,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـا,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـو,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـي,grapheme:dr:ي,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـد,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـذ,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـر,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـز,dr,visually_confusable_with,0.5,"{""char_sim"": 0.5}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـيـ,dr,visually_confusable_with,1.0,"{""char_sim"": 1.0}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـي,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـا,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـو,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـي,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـد,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـذ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـر,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـز,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـسـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـشـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـصـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـضـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـطـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـظـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـعـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـغـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـفـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـقـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـكـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـلـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـمـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـنـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـهـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـيـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـگـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـپـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـڤـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـئـ,grapheme:dr:ـچـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ب,grapheme:dr:ـبـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـا,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـو,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـي,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـئـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ب,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـتـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـثـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـجـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـحـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـخـ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـد,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـذ,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
grapheme:dr:ـبـ,grapheme:dr:ـر,dr,visually_confusable_with,0.667,"{""char_sim"": 0.667}",automatic_only
